Comment,Time Stamp (sec),Temperature (K),Mag. Field (Oe),Pressure (Torr),Temp. Status (code),Mag Field Status (code),Chamber Status (code),Wavelength (nM),Track A raw (a.u.),Track A raw + off (a.u.),Track A mod (a.u.),Track A mod + off (a.u.),Track B raw (a.u.),Track B raw + off (a.u.),Track B mod (a.u.),Track B mod + off (a.u.),Track A+B raw (a.u.),Track A+B raw + off (a.u.),Track A+B mod (a.u.),Track A+B mod + off (a.u.),Raman Shift (cm-1),Plot number,Exposure (sec),Num Exposures,Cycle (sec),Grating,Rayleigh Wavelength (nM),Laser Power (mW),QMap1,QMap2,QMap3,QMap4,QMap5,QMap6,QMap7,QMap8,QMap9,QMap10,QMap11,QMap12,QMap13,QMap14,QMap15,QMap16
,3791213629.80472000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,317.2,12088,12088,161,161,13420,13420,64729,64729,25508,25508,68957,68957,-12731.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80473000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,317.4,12035,12035,107,107,13426,13426,65240,65240,25461,25461,69410,69410,-12707.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80474000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,317.7,11928,11928,0,0,13555,13555,65874,65874,25483,25483,69932,69932,-12682.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80475000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,317.9,12080,12080,152,152,13606,13606,66430,66430,25686,25686,70636,70636,-12658.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80476000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,318.2,12111,12111,183,183,13512,13512,66841,66841,25623,25623,71073,71073,-12634.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80477000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,318.4,12062,12062,133,133,13491,13491,67325,67325,25553,25553,71503,71503,-12610.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80478000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,318.6,12061,12061,132,132,13496,13496,67835,67835,25557,25557,72007,72007,-12586.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80479000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,318.9,12101,12101,172,172,13467,13467,68311,68311,25568,25568,72519,72519,-12562.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80480000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,319.1,12058,12058,129,129,13516,13516,68865,68865,25574,25574,73025,73025,-12538.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80481000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,319.4,12190,12190,260,260,13525,13525,69379,69379,25715,25715,73666,73666,-12514.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80482000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,319.6,12059,12059,129,129,13473,13473,69832,69832,25532,25532,73983,73983,-12490.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80483000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,319.9,12097,12097,167,167,13562,13562,70426,70426,25659,25659,74611,74611,-12466.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80484000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,320.1,12082,12082,151,151,13512,13512,70881,70881,25594,25594,75046,75046,-12442.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80485000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,320.4,12088,12088,157,157,13519,13519,71393,71393,25607,25607,75559,75559,-12418.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80486000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,320.6,12005,12005,74,74,13482,13482,71860,71860,25487,25487,75940,75940,-12394.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80487000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,320.8,12062,12062,131,131,13513,13513,72396,72396,25575,25575,76528,76528,-12370.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80488000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,321.1,12075,12075,143,143,13614,13614,73002,73002,25689,25689,77142,77142,-12347.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80489000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,321.3,12091,12091,159,159,13526,13526,73420,73420,25617,25617,77571,77571,-12323.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80490000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,321.6,12087,12087,155,155,13624,13624,74023,74023,25711,25711,78165,78165,-12299.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80491000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,321.8,11979,11979,47,47,13513,13513,74417,74417,25492,25492,78446,78446,-12276.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80492000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,322.1,12087,12087,154,154,13534,13534,74943,74943,25621,25621,79076,79076,-12252.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80493000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,322.3,12070,12070,137,137,13587,13587,75501,75501,25657,25657,79612,79612,-12228.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80494000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,322.6,12098,12098,165,165,13509,13509,75928,75928,25607,25607,80062,80062,-12205.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80495000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,322.8,12060,12060,127,127,13557,13557,76481,76481,25617,25617,80573,80573,-12181.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80496000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,323.0,12093,12093,159,159,13556,13556,76985,76985,25649,25649,81105,81105,-12158.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80497000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,323.3,12071,12071,137,137,13624,13624,77558,77558,25695,25695,81651,81651,-12135.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80498000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,323.5,12092,12092,158,158,13558,13558,77997,77997,25650,25650,82107,82107,-12111.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80499000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,323.8,11951,11951,16,16,13529,13529,78473,78473,25480,25480,82437,82437,-12088.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80500000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,324.0,12136,12136,201,201,13566,13566,79015,79015,25702,25702,83160,83160,-12065.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80501000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,324.3,12065,12065,130,130,13616,13616,79570,79570,25681,25681,83639,83639,-12041.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80502000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,324.5,12097,12097,162,162,13520,13520,79979,79979,25617,25617,84075,84075,-12018.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80503000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,324.8,12093,12093,157,157,13615,13615,80579,80579,25708,25708,84667,84667,-11995.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80504000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,325.0,12044,12044,108,108,13632,13632,81102,81102,25676,25676,85135,85135,-11972.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80505000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,325.2,12075,12075,139,139,13574,13574,81549,81549,25649,25649,85609,85609,-11948.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80506000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,325.5,12070,12070,133,133,13561,13561,82041,82041,25631,25631,86091,86091,-11925.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80507000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,325.7,12128,12128,191,191,13511,13511,82496,82496,25639,25639,86600,86600,-11902.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80508000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,326.0,12021,12021,84,84,13601,13601,83091,83091,25622,25622,87083,87083,-11879.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80509000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,326.2,12141,12141,204,204,13577,13577,83572,83572,25718,25718,87680,87680,-11856.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80510000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,326.5,12148,12148,210,210,13622,13622,84123,84123,25770,25770,88232,88232,-11833.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80511000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,326.7,12120,12120,182,182,13588,13588,84594,84594,25708,25708,88671,88671,-11810.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80512000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,327.0,12012,12012,73,73,13549,13549,85060,85060,25561,25561,89024,89024,-11787.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80513000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,327.2,12036,12036,97,97,13656,13656,85672,85672,25692,25692,89656,89656,-11765.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80514000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,327.4,12101,12101,162,162,13523,13523,86044,86044,25624,25624,90088,90088,-11742.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80515000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,327.7,12076,12076,136,136,13557,13557,86584,86584,25633,25633,90598,90598,-11719.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80516000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,327.9,12113,12113,173,173,13549,13549,87081,87081,25662,25662,91127,91127,-11696.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80517000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,328.2,12039,12039,99,99,13553,13553,87590,87590,25592,25592,91558,91558,-11673.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80518000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,328.4,12125,12125,184,184,13625,13625,88167,88167,25750,25750,92216,92216,-11651.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80519000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,328.7,12108,12108,167,167,13616,13616,88663,88663,25724,25724,92691,92691,-11628.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80520000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,328.9,12105,12105,163,163,13602,13602,89155,89155,25707,25707,93175,93175,-11605.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80521000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,329.2,12069,12069,127,127,13580,13580,89638,89638,25649,25649,93617,93617,-11583.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80522000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,329.4,12139,12139,197,197,13641,13641,90204,90204,25780,25780,94249,94249,-11560.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80523000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,329.6,12101,12101,159,159,13573,13573,90642,90642,25674,25674,94643,94643,-11538.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80524000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,329.9,12041,12041,98,98,13597,13597,91171,91171,25638,25638,95108,95108,-11515.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80525000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,330.1,12101,12101,158,158,13618,13618,91697,91697,25719,25719,95690,95690,-11493.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80526000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,330.4,12060,12060,117,117,13595,13595,92179,92179,25655,25655,96126,96126,-11470.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80527000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,330.6,12058,12058,115,115,13629,13629,92719,92719,25687,25687,96659,96659,-11448.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80528000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,330.9,12147,12147,203,203,13619,13619,93214,93214,25766,25766,97239,97239,-11426.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80529000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,331.1,12168,12168,224,224,13600,13600,93700,93700,25768,25768,97741,97741,-11403.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80530000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,331.4,12022,12022,78,78,13708,13708,94314,94314,25730,25730,98204,98204,-11381.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80531000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,331.6,12095,12095,150,150,13613,13613,94724,94724,25708,25708,98682,98682,-11359.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80532000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,331.9,12125,12125,180,180,13633,13633,95249,95249,25758,25758,99233,99233,-11337.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80533000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,332.1,12081,12081,136,136,13542,13542,95664,95664,25623,25623,99599,99599,-11314.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80534000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,332.3,12067,12067,121,121,13589,13589,96216,96216,25656,25656,100132,100132,-11292.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80535000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,332.6,12092,12092,146,146,13524,13524,96656,96656,25616,25616,100593,100593,-11270.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80536000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,332.8,12122,12122,176,176,13562,13562,97200,97200,25684,25684,101162,101162,-11248.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80537000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,333.1,12165,12165,219,219,13594,13594,97737,97737,25759,25759,101738,101738,-11226.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80538000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,333.3,12162,12162,215,215,13545,13545,98194,98194,25707,25707,102186,102186,-11204.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80539000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,333.6,12060,12060,113,113,13652,13652,98806,98806,25712,25712,102692,102692,-11182.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80540000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,333.8,12035,12035,88,88,13604,13604,99263,99263,25639,25639,103120,103120,-11160.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80541000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,334.1,12123,12123,176,176,13536,13536,99701,99701,25659,25659,103640,103640,-11138.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80542000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,334.3,12188,12188,241,241,13621,13621,100291,100291,25809,25809,104291,104291,-11116.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80543000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,334.5,12038,12038,90,90,13575,13575,100751,100751,25613,25613,104596,104596,-11094.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80544000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,334.8,12038,12038,90,90,13544,13544,101225,101225,25582,25582,105066,105066,-11072.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80545000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,335.0,12073,12073,125,125,13627,13627,101813,101813,25700,25700,105685,105685,-11051.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80546000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,335.3,12146,12146,197,197,13594,13594,102286,102286,25740,25740,106225,106225,-11029.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80547000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,335.5,12061,12061,112,112,13582,13582,102779,102779,25643,25643,106629,106629,-11007.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80548000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,335.8,12111,12111,162,162,13664,13664,103367,103367,25775,25775,107262,107262,-10985.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80549000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,336.0,12083,12083,134,134,13598,13598,103806,103806,25681,25681,107669,107669,-10964.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80550000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,336.3,12085,12085,136,136,13680,13680,104394,104394,25765,25765,108253,108253,-10942.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80551000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,336.5,12087,12087,137,137,13501,13501,104720,104720,25588,25588,108577,108577,-10920.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80552000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,336.7,12074,12074,124,124,13580,13580,105305,105305,25654,25654,109144,109144,-10899.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80553000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,337.0,12096,12096,146,146,13659,13659,105889,105889,25755,25755,109746,109746,-10877.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80554000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,337.2,12090,12090,140,140,13602,13602,106338,106338,25692,25692,110184,110184,-10856.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80555000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,337.5,12156,12156,206,206,13731,13731,106972,106972,25887,25887,110880,110880,-10834.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80556000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,337.7,12142,12142,192,192,13643,13643,107390,107390,25785,25785,111278,111278,-10813.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80557000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,338.0,12097,12097,147,147,13576,13576,107828,107828,25673,25673,111667,111667,-10791.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80558000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,338.2,12086,12086,136,136,13663,13663,108421,108421,25749,25749,112244,112244,-10770.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80559000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,338.5,12120,12120,170,170,13620,13620,108883,108883,25740,25740,112736,112736,-10748.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80560000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,338.7,12128,12128,178,178,13671,13671,109440,109440,25799,25799,113296,113296,-10727.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80561000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,338.9,12053,12053,103,103,13724,13724,109998,109998,25777,25777,113775,113775,-10706.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80562000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,339.2,12105,12105,155,155,13639,13639,110419,110419,25744,25744,114243,114243,-10685.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80563000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,339.4,12049,12049,99,99,13635,13635,110920,110920,25684,25684,114684,114684,-10663.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80564000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,339.7,12133,12133,182,182,13623,13623,111414,111414,25756,25756,115257,115257,-10642.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80565000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,339.9,12092,12092,141,141,13580,13580,111877,111877,25672,25672,115673,115673,-10621.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80566000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,340.2,12099,12099,148,148,13697,13697,112499,112499,25796,25796,116298,116298,-10600.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80567000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,340.4,12103,12103,152,152,13602,13602,112910,112910,25705,25705,116708,116708,-10579.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80568000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,340.7,12116,12116,165,165,13601,13601,113414,113414,25717,25717,117221,117221,-10558.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80569000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,340.9,12184,12184,233,233,13714,13714,114033,114033,25898,25898,117903,117903,-10536.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80570000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,341.1,12081,12081,130,130,13592,13592,114417,114417,25673,25673,118179,118179,-10515.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80571000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,341.4,12181,12181,230,230,13746,13746,115076,115076,25927,25927,118934,118934,-10494.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80572000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,341.6,12084,12084,132,132,13623,13623,115459,115459,25707,25707,119215,119215,-10473.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80573000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,341.9,12020,12020,68,68,13617,13617,115958,115958,25637,25637,119646,119646,-10453.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80574000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,342.1,12052,12052,100,100,13638,13638,116485,116485,25690,25690,120200,120200,-10432.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80575000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,342.4,12212,12212,260,260,13650,13650,117003,117003,25862,25862,120873,120873,-10411.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80576000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,342.6,12118,12118,166,166,13556,13556,117414,117414,25674,25674,121186,121186,-10390.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80577000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,342.9,12050,12050,98,98,13688,13688,118052,118052,25738,25738,121751,121751,-10369.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
