Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
,3792809780.7885,54.9503803253174,3787.14929199219,-6.93593589486046E-5,8.76384379999354E-7,1,4.99626677034896,40.0298881530762,1.99874688178137,15.7200004905462,-0.000378301428406474,-6.81956875749135E-5,0.25,2.96068811571537E-6,-6.78722988310505E-5,-4.23269970194536E-9,54.9503021240234,54.9503021240234,3774.96166992188,3799.3369140625,58.41266249916,20.3290785225708,9.89999989542412E-6,0,0,0,200,54.5534286499023,1,6,14,2.22183227539062,52.2971649169922,,,,,,,,,,,,,,,,
,3792809785.787,54.9503154754639,3811.83325195313,-7.01694385513328E-5,8.57927282871178E-7,1,4.99626677034896,40.0298881530762,1.99871091577136,15.7200004905462,-0.000382657378380453,-6.92488560985165E-5,0.25,2.94743572773912E-6,-6.86634057224458E-5,-5.08400293366275E-8,54.9504585266113,54.9504585266113,3799.3369140625,3824.32958984375,58.7745565035639,20.3264430518184,9.89999989542412E-6,0,0,0,200,54.5560417175293,1,6,14,2.21969604492187,52.7859268188477,,,,,,,,,,,,,,,,
,3792809790.7785,54.9503955841064,3836.83776855469,-7.13303449629165E-5,8.91638596904938E-7,1,4.99626677034896,40.0298881530762,1.99875322954425,15.7200004905462,-0.000388589508463904,-7.22167277621885E-5,0.25,2.65907775064892E-6,-6.97857403056462E-5,-3.80803269974437E-7,54.9501724243164,54.9501724243164,3824.32958984375,3849.34594726562,58.3798341013523,20.3280253512471,9.89999989542412E-6,0,0,0,200,54.5577583312988,1,6,14,2.22244262695313,52.2971649169922,,,,,,,,,,,,,,,,
,3792809795.8545,54.9507102966309,3862.2236328125,-7.16511948956649E-5,8.38440528727943E-7,1,4.99626677034896,40.0298881530762,1.99871329314108,15.7200004905462,-0.000389885806100088,-7.45279585906318E-5,0.25,2.30298454535189E-6,-7.00847302404194E-5,-7.41843585933513E-7,54.9506187438965,54.9506187438965,3849.34594726562,3875.10131835937,58.5963452011793,20.3283583673513,9.89999989542412E-6,0,0,0,200,54.5604133605957,1,6,14,2.222900390625,52.2971649169922,,,,,,,,,,,,,,,,
,3792809800.8865,54.9507617950439,3887.23291015625,-7.21847845797693E-5,8.20910787157483E-7,1,4.99626677034896,40.0298881530762,1.99860446512023,15.7200004905462,-0.000393289270190594,-7.27718584527208E-5,0.25,2.74711223517278E-6,-7.06249038454551E-5,-3.30124498270642E-7,54.9508018493652,54.9508018493652,3875.10131835937,3899.36450195313,58.6963936516408,20.3268428111276,9.89999989542412E-6,0,0,0,200,54.5620651245117,1,6,14,2.22122192382813,51.808406829834,,,,,,,,,,,,,,,,
,3792809805.7755,54.9510231018066,3911.56604003906,-7.331326079659E-5,8.83395585109771E-7,1,4.99626677034896,40.0298881530762,1.9986917984265,15.7200004905462,-0.000399738334228722,-7.26609583381677E-5,0.25,3.02164361089259E-6,-7.173910312397E-5,-1.08889439117327E-7,54.9507217407227,54.9507217407227,3899.36450195313,3923.767578125,58.2039676845254,20.3255637183293,9.89999989542412E-6,0,0,0,200,54.5645904541016,1,6,14,2.22213745117187,52.7859268188477,,,,,,,,,,,,,,,,
,3792809810.7835,54.9514694213867,3936.58923339844,-7.42281533771388E-5,8.67811343798441E-7,1,4.99626677034896,40.0298881530762,1.99873436716004,15.7200004905462,-0.000404061614599937,-7.65792644304907E-5,0.25,2.50209003359447E-6,-7.26115686280374E-5,-6.54390357082939E-7,54.9513244628906,54.9513244628906,3923.767578125,3949.41088867188,58.5213088633331,20.326762516396,9.89999989542412E-6,0,0,0,200,54.5659828186035,1,6,14,2.20977783203125,52.7859268188477,,,,,,,,,,,,,,,,
,3792809815.7635,54.9515609741211,3961.61938476562,-7.5358411918233E-5,8.77476700792488E-7,1,4.99626677034896,40.0298881530762,1.99874680374883,15.7200004905462,-0.000411023525845107,-7.4165795261771E-5,0.25,3.20271993351854E-6,-7.37453147943237E-5,-1.69983539840007E-8,54.9516143798828,54.9516143798828,3949.41088867188,3973.82788085937,58.4517439251216,20.3263279861992,9.89999989542412E-6,0,0,0,200,54.568531036377,1,6,14,2.20901489257813,52.2971649169922,,,,,,,,,,,,,,,,
,3792809820.694,54.9517955780029,3985.96875,-7.58846052281447E-5,8.71552678663294E-7,1,4.99626677034896,40.0298881530762,1.99873737966745,15.7200004905462,-0.00041329117021655,-7.73675171687161E-5,0.25,2.72814418955577E-6,-7.42399580546708E-5,-5.023504345338E-7,54.9515075683594,54.9515075683594,3973.82788085937,3998.10961914063,58.1813004574677,20.3259233411053,9.89999989542412E-6,0,0,0,200,54.5701446533203,1,6,14,2.20855712890625,52.2971649169922,,,,,,,,,,,,,,,,
,3792809825.721,54.9517688751221,4010.97106933594,-7.6934220632998E-5,8.41093811622754E-7,1,4.99626677034896,40.0298881530762,1.99867962152624,15.7200004905462,-0.000419364374078716,-7.68066892765267E-5,0.25,3.06725149779576E-6,-7.52798481373567E-5,-2.14726384623579E-7,54.9520835876465,54.9520835876465,3998.10961914063,4023.83251953125,58.4056278424869,20.3253887254543,9.89999989542412E-6,0,0,0,200,54.5724067687988,1,6,14,2.23709106445313,52.2971649169922,,,,,,,,,,,,,,,,
