Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
,3792682232.3025,54.8007488250732,24.970064163208,-5.14489456288357E-7,1.76791765970873E-7,1,20.0100484152476,40.0298881530762,1.99773405951997,15.7200004905462,-2.82164766151125E-6,-4.18025265887235E-7,0.25,3.83129047906417E-8,-5.03651396808883E-7,1.57244382028737E-8,54.7963981628418,54.7963981628418,24.9677410125732,24.9723873138428,57.97573215691,20.1246655087916,9.89999989542412E-6,0,0,0,801,53.7797966003418,1,4,14,2.2076416015625,52.2971649169922,,,,,,,,,,,,,,,,
,3792683452.97,56.1581745147705,24.9886541366577,-6.73624292737668E-7,2.38988598332092E-7,1,20.0100484152476,40.0298881530762,1.99682327132762,15.7200004905462,-3.6785894217744E-6,-6.44281803885459E-7,0.25,3.17915855719963E-8,-6.60015351123931E-7,3.2375105787584E-9,56.1650161743164,56.1650161743164,24.9816837310791,24.9956245422363,57.9585363294869,20.1019688253757,9.89999989542412E-6,0,0,0,801,55.2535362243652,1,4,14,2.20382690429687,54.7409591674805,,,,,,,,,,,,,,,,
,3792684793.63,57.1665821075439,25.0002717971802,-3.44248094986882E-7,2.43861161455701E-7,1,20.0100484152476,40.0298881530762,1.99673057123268,15.7200004905462,-1.70227004602354E-6,-1.13624100110649E-6,0.25,-1.33011512046745E-7,-3.3170617117002E-7,-1.44279964809739E-7,57.1732597351074,57.1732597351074,24.9956245422363,25.004919052124,57.98589332766,20.0991395227645,9.89999989542412E-6,0,0,0,801,56.4018630981445,1,4,14,2.198486328125,55.7184753417969,,,,,,,,,,,,,,,,
,3792686174.4195,58.1660881042481,24.9979476928711,-6.30734493535449E-7,1.66685749882981E-7,1,20.0100484152476,40.0298881530762,1.99670627363253,15.7200004905462,-3.54936946209253E-6,-1.75717870986081E-7,0.25,1.08060053548462E-7,-6.22889237662322E-7,8.06898627080086E-8,58.1728553771973,58.1728553771973,24.9956245422363,25.0002708435059,58.0226298680638,20.1032958976734,9.89999989542412E-6,0,0,0,801,57.5014839172363,1,4,14,2.20840454101562,55.2297172546387,,,,,,,,,,,,,,,,
,3792687575.1605,59.1712493896484,24.9747114181519,-4.13989967962666E-7,3.05385206233412E-7,1,20.0100484152476,40.0298881530762,1.99668451416453,15.7200004905462,-1.95582298195639E-6,-1.81249680247805E-6,0.25,-2.4199846010735E-7,-3.97014726053046E-7,-2.53965495961796E-7,59.1781616210937,59.1781616210937,24.9723873138428,24.9770355224609,58.0421705810446,20.1100085831113,9.89999989542412E-6,0,0,0,801,58.5972213745117,1,4,14,2.200927734375,55.2297172546387,,,,,,,,,,,,,,,,
,3792689035.837,60.1740055084228,24.9840059280396,-4.87170070995138E-7,2.36844612641015E-7,1,20.0100484152476,40.0298881530762,1.99685137965207,15.7200004905462,-2.47702615133251E-6,-1.3619160882688E-6,0.25,-1.42765154911526E-7,-4.73512340344689E-7,-1.59239990465563E-7,60.1808624267578,60.1808624267578,24.9677410125732,25.0002708435059,58.1883351141408,20.1128579072433,9.89999989542412E-6,0,0,0,801,59.6780891418457,1,4,14,2.1990966796875,55.2297172546387,,,,,,,,,,,,,,,,
,3792690516.659,61.180290222168,25.1048345565796,-4.9931339370757E-7,1.91927265898019E-7,1,20.0100484152476,40.0298881530762,1.99703727026041,15.7200004905462,-2.79932314450745E-6,-2.33011012904614E-7,0.25,6.72132271734315E-8,-4.94141490173701E-7,4.72065318281885E-8,61.186840057373,61.186840057373,25.1025104522705,25.1071586608887,58.2360144538139,20.115645298089,9.89999989542412E-6,0,0,0,801,60.7404174804687,1,4,14,2.20916748046875,55.2297172546387,,,,,,,,,,,,,,,,
,3792692057.4165,62.1775894165039,24.9723882675171,-7.34875534616114E-7,3.65441662599265E-7,1,20.0100484152476,40.0298881530762,1.99700113846558,15.7200004905462,-3.74739053396257E-6,-2.05974244517126E-6,0.25,-2.16501524974806E-7,-7.16284816927318E-7,-2.40778003839354E-7,62.1852226257324,62.1852226257324,24.9677410125732,24.9770355224609,58.26024493791,20.1212574011316,9.89999989542412E-6,0,0,0,801,61.7910079956055,1,4,14,2.200927734375,55.2297172546387,,,,,,,,,,,,,,,,
,3792693618.2845,63.1795158386231,25.0490674972534,3.59668131921338E-7,8.01531543212591E-6,1,20.0100484152476,40.0298881530762,1.99697212193687,15.7200004905462,1.27152694063654E-6,3.59303681956639E-6,0.25,5.79580644600938E-7,3.33750806083769E-7,5.85045358601477E-7,63.1861877441406,63.1861877441406,25.0467433929443,25.0513916015625,58.5361598051985,20.1240157215977,9.89999989542412E-6,0,0,0,801,62.824649810791,1,4,14,2.20870971679687,55.2297172546387,,,,,,,,,,,,,,,,
,3792695199.198,64.1831550598145,25.0397729873657,-9.00566881445743E-7,4.53552805789905E-7,1,20.0100484152476,40.0298881530762,1.99694511078032,15.7200004905462,-2.4961267850757E-6,-1.22077449322271E-5,0.25,-2.03758733728328E-6,-8.16733980497576E-7,-2.04495050269074E-6,64.189826965332,64.189826965332,25.0374507904053,25.0420951843262,58.25008376716,20.130051647159,9.89999989542412E-6,0,0,0,801,63.8536224365234,1,4,14,2.20733642578125,55.2297172546387,,,,,,,,,,,,,,,,
